Fecha,Contagios,Muertos,Recuperados_tot,Tests,Recuperados,Tests_diario,Activos,Contagios_tot,Muertos_tot,Activos_tot,Contagios_MA,Recuperados_MA,Muertos_MA,Tests_diario_MA,cont_test
2020-04-08,80,5,358.0,13330.0,20.0,2537.0,55.0,1795,65,1372.0,94.57142857142857,15.714285714285714,4.571428571428571,1097.0,3.1533307055577455
2020-04-09,99,14,365.0,14850.0,7.0,1520.0,78.0,1894,79,1450.0,89.85714285714286,15.571428571428571,5.857142857142857,1224.7142857142858,6.513157894736842
2020-04-10,81,3,375.0,16379.0,10.0,1529.0,68.0,1975,82,1518.0,88.85714285714286,15.571428571428571,5.571428571428571,1284.857142857143,5.297580117724002
2020-04-11,167,7,440.0,18027.0,65.0,1648.0,95.0,2142,89,1613.0,98.71428571428571,23.0,6.285714285714286,1362.7142857142858,10.133495145631068
2020-04-12,66,6,468.0,19758.0,28.0,1731.0,32.0,2208,95,1645.0,93.42857142857143,26.857142857142858,6.571428571428571,1488.4285714285713,3.8128249566724435
2020-04-13,69,6,515.0,21193.0,47.0,1435.0,16.0,2277,101,1661.0,92.71428571428571,27.142857142857142,6.714285714285714,1590.142857142857,4.808362369337979
2020-04-14,166,4,559.0,22805.0,44.0,1612.0,118.0,2443,105,1779.0,104.0,31.571428571428573,6.428571428571429,1716.0,10.297766749379653
2020-04-15,128,7,596.0,24374.0,37.0,1569.0,84.0,2571,112,1863.0,110.85714285714286,34.0,6.714285714285714,1577.7142857142858,8.158062460165711
2020-04-16,98,10,631.0,26457.0,35.0,2083.0,53.0,2669,122,1916.0,110.71428571428571,38.0,6.142857142857143,1658.142857142857,4.704752760441671
2020-04-17,89,7,666.0,28650.0,35.0,2193.0,47.0,2758,129,1963.0,111.85714285714286,41.57142857142857,6.714285714285714,1753.0,4.0583675330597355
2020-04-18,81,3,685.0,30942.0,19.0,2292.0,59.0,2839,132,2022.0,99.57142857142857,35.0,6.142857142857143,1845.0,3.5340314136125657
2020-04-19,102,2,709.0,32712.0,24.0,1770.0,76.0,2941,134,2098.0,104.71428571428571,34.42857142857143,5.571428571428571,1850.5714285714287,5.762711864406779
2020-04-20,91,8,737.0,34568.0,28.0,1856.0,55.0,3032,142,2153.0,107.85714285714286,31.714285714285715,5.857142857142857,1910.7142857142858,4.9030172413793105
2020-04-21,112,9,840.0,36611.0,103.0,2043.0,0.0,3144,151,2153.0,100.14285714285714,40.142857142857146,6.571428571428571,1972.2857142857142,5.48213411649535
2020-04-22,144,8,872.0,39228.0,32.0,2617.0,104.0,3288,159,2257.0,102.42857142857143,39.42857142857143,6.714285714285714,2122.0,5.50248376003057
2020-04-23,147,6,919.0,41786.0,47.0,2558.0,94.0,3435,165,2351.0,109.42857142857143,41.142857142857146,6.142857142857143,2189.8571428571427,5.746677091477717
2020-04-24,172,11,976.0,44654.0,57.0,2868.0,104.0,3607,176,2455.0,121.28571428571429,44.285714285714285,6.714285714285714,2286.285714285714,5.997210599721059
2020-04-25,173,9,1030.0,47406.0,54.0,2752.0,110.0,3780,185,2565.0,134.42857142857142,49.285714285714285,7.571428571428571,2352.0,6.286337209302325
2020-04-26,112,7,1107.0,49905.0,77.0,2499.0,28.0,3892,192,2593.0,135.85714285714286,56.857142857142854,8.285714285714286,2456.1428571428573,4.481792717086835
2020-04-27,111,5,1140.0,51900.0,33.0,1995.0,73.0,4003,197,2666.0,138.71428571428572,57.57142857142857,7.857142857142857,2476.0,5.56390977443609
2020-04-28,124,10,1162.0,53600.0,22.0,1700.0,92.0,4127,207,2758.0,140.42857142857142,46.0,8.0,2427.0,7.294117647058823
2020-04-29,158,7,1192.0,56058.0,30.0,2458.0,121.0,4285,214,2879.0,142.42857142857142,45.714285714285715,7.857142857142857,2404.285714285714,6.427990235964199
2020-04-30,142,4,1256.0,58685.0,64.0,2627.0,74.0,4427,218,2953.0,141.71428571428572,48.142857142857146,7.571428571428571,2414.1428571428573,5.405405405405405
2020-05-01,104,11,1292.0,61530.0,36.0,2845.0,57.0,4531,229,3010.0,132.0,45.142857142857146,7.571428571428571,2410.8571428571427,3.6555360281195077
2020-05-02,149,8,1320.0,63866.0,28.0,2336.0,113.0,4680,237,3123.0,128.57142857142858,41.42857142857143,7.428571428571429,2351.4285714285716,6.378424657534247
2020-05-03,102,9,1354.0,65813.0,34.0,1947.0,59.0,4782,246,3182.0,127.14285714285714,35.285714285714285,7.714285714285714,2272.5714285714284,5.238828967642527
2020-05-04,104,14,1442.0,67920.0,88.0,2107.0,2.0,4886,260,3184.0,126.14285714285714,43.142857142857146,9.0,2288.5714285714284,4.935927859515899
2020-05-05,134,4,1472.0,69718.0,30.0,1798.0,100.0,5020,264,3284.0,127.57142857142857,44.285714285714285,8.142857142857142,2302.5714285714284,7.452725250278086
2020-05-06,188,9,1524.0,72315.0,52.0,2597.0,127.0,5208,273,3411.0,131.85714285714286,47.42857142857143,8.428571428571429,2322.4285714285716,7.239122063919908
2020-05-07,163,9,1601.0,75198.0,77.0,2883.0,77.0,5371,282,3488.0,134.85714285714286,49.285714285714285,9.142857142857142,2359.0,5.65383281304197
2020-05-08,240,11,1659.0,77901.0,58.0,2703.0,171.0,5611,293,3659.0,154.28571428571428,52.42857142857143,9.142857142857142,2338.714285714286,8.879023307436182
2020-05-09,165,7,1728.0,80729.0,69.0,2828.0,89.0,5776,300,3748.0,156.57142857142858,58.285714285714285,9.0,2409.0,5.834512022630835
2020-05-10,258,5,1757.0,83018.0,29.0,2289.0,224.0,6034,305,3972.0,178.85714285714286,57.57142857142857,8.428571428571429,2457.8571428571427,11.271297509829619
2020-05-11,244,9,1837.0,85158.0,80.0,2140.0,155.0,6278,314,4127.0,198.85714285714286,56.42857142857143,7.714285714285714,2462.5714285714284,11.401869158878505
2020-05-12,285,5,1862.0,87457.0,25.0,2299.0,255.0,6563,319,4382.0,220.42857142857142,55.714285714285715,7.857142857142857,2534.1428571428573,12.396694214876034
2020-05-13,315,10,2266.0,90474.0,404.0,3017.0,-99.0,6878,329,4283.0,238.57142857142858,106.0,8.0,2594.1428571428573,10.440835266821345
2020-05-14,255,24,2385.0,93673.0,119.0,3199.0,112.0,7133,353,4395.0,251.71428571428572,112.0,10.142857142857142,2639.285714285714,7.971241012816504
2020-05-15,345,3,2497.0,96893.0,112.0,3220.0,230.0,7478,356,4625.0,266.7142857142857,119.71428571428571,9.0,2713.1428571428573,10.714285714285714
2020-05-16,327,7,2534.0,100362.0,37.0,3469.0,283.0,7805,363,4908.0,289.85714285714283,115.14285714285714,9.0,2804.714285714286,9.426347650619775
2020-05-17,263,10,2569.0,103220.0,35.0,2858.0,218.0,8068,373,5126.0,290.57142857142856,116.0,9.714285714285714,2886.0,9.20223932820154
2020-05-18,303,9,2625.0,105829.0,56.0,2609.0,238.0,8371,382,5364.0,299.0,112.57142857142857,9.714285714285714,2953.0,11.61364507474128
2020-05-19,438,11,2872.0,108634.0,247.0,2805.0,180.0,8809,393,5544.0,320.85714285714283,144.28571428571428,10.571428571428571,3025.285714285714,15.614973262032086
2020-05-20,474,10,2933.0,112370.0,61.0,3736.0,403.0,9283,403,5947.0,343.57142857142856,95.28571428571429,10.571428571428571,3128.0,12.687366167023553
2020-05-21,648,13,3032.0,116689.0,99.0,4319.0,536.0,9931,416,6483.0,399.7142857142857,92.42857142857143,9.0,3288.0,15.003473026163464
2020-05-22,718,17,3062.0,121278.0,30.0,4589.0,671.0,10649,433,7154.0,453.0,80.71428571428571,11.0,3483.5714285714284,15.646110263674004
2020-05-23,704,12,3530.0,125893.0,468.0,4615.0,224.0,11353,445,7378.0,506.85714285714283,142.28571428571428,11.714285714285714,3647.285714285714,15.254604550379197
2020-05-24,723,7,3732.0,129418.0,202.0,3525.0,514.0,12076,452,7892.0,572.5714285714286,166.14285714285714,11.285714285714286,3742.5714285714284,20.51063829787234
2020-05-25,552,15,3999.0,133468.0,267.0,4050.0,270.0,12628,467,8162.0,608.1428571428571,196.28571428571428,12.142857142857142,3948.4285714285716,13.62962962962963
2020-05-26,599,23,4167.0,136662.0,168.0,3194.0,408.0,13227,490,8570.0,631.1428571428571,185.0,13.857142857142858,4004.0,18.753913587977458
2020-05-27,706,10,4349.0,140218.0,182.0,3556.0,514.0,13933,500,9084.0,664.2857142857143,202.28571428571428,13.857142857142858,3978.285714285714,19.853768278965127
2020-05-28,769,8,4617.0,145081.0,268.0,4863.0,493.0,14702,508,9577.0,681.5714285714286,226.42857142857142,13.142857142857142,4056.0,15.813283981081636
2020-05-29,717,12,4788.0,150486.0,171.0,5405.0,534.0,15419,520,10111.0,681.4285714285714,246.57142857142858,12.428571428571429,4172.571428571428,13.265494912118408
2020-05-30,795,8,5062.0,155407.0,274.0,4921.0,513.0,16214,528,10624.0,694.4285714285714,218.85714285714286,11.857142857142858,4216.285714285715,16.15525299735826
2020-05-31,637,11,5336.0,160070.0,274.0,4663.0,352.0,16851,539,10976.0,682.1428571428571,229.14285714285714,12.428571428571429,4378.857142857143,13.660733433411968
2020-06-01,564,17,5521.0,164084.0,185.0,4014.0,362.0,17415,556,11338.0,683.8571428571429,217.42857142857142,12.714285714285714,4373.714285714285,14.050822122571002
2020-06-02,904,13,5709.0,167799.0,188.0,3715.0,703.0,18319,569,12041.0,727.4285714285714,220.28571428571428,11.285714285714286,4448.142857142857,24.33378196500673
2020-06-03,949,14,5896.0,172947.0,187.0,5148.0,748.0,19268,583,12789.0,762.1428571428571,221.0,11.857142857142858,4675.571428571428,18.434343434343432
2020-06-04,929,25,5993.0,178448.0,97.0,5501.0,807.0,20197,608,13596.0,785.0,196.57142857142858,14.285714285714286,4766.714285714285,16.887838574804583
2020-06-05,840,24,6088.0,183862.0,95.0,5414.0,721.0,21037,632,14317.0,802.5714285714286,185.71428571428572,16.0,4768.0,15.515330624307353
2020-06-06,983,16,6180.0,189278.0,92.0,5416.0,875.0,22020,648,15192.0,829.4285714285714,159.71428571428572,17.142857142857142,4838.714285714285,18.14992614475628
2020-06-07,774,16,6909.0,193923.0,729.0,4645.0,29.0,22794,664,15221.0,849.0,224.71428571428572,17.857142857142858,4836.142857142857,16.66307857911733
2020-06-08,827,29,7305.0,198520.0,396.0,4597.0,402.0,23621,693,15623.0,886.5714285714286,254.85714285714286,19.571428571428573,4919.428571428572,17.989993474004788
2020-06-09,1141,24,7568.0,203051.0,263.0,4531.0,854.0,24762,717,16477.0,920.4285714285714,265.57142857142856,21.142857142857142,5036.0,25.18207901125579
2020-06-10,1226,18,7991.0,208519.0,423.0,5468.0,785.0,25988,735,17262.0,960.0,299.2857142857143,21.714285714285715,5081.714285714285,22.421360643745427
2020-06-11,1386,30,8332.0,214807.0,341.0,6288.0,1015.0,27374,765,18277.0,1025.2857142857142,334.14285714285717,22.428571428571427,5194.142857142857,22.041984732824428
2020-06-12,1391,20,8743.0,221305.0,411.0,6498.0,960.0,28765,785,19237.0,1104.0,379.2857142857143,21.857142857142858,5349.0,21.406586642043706
2020-06-13,1530,30,9083.0,228324.0,340.0,7019.0,1160.0,30295,815,20397.0,1182.142857142857,414.7142857142857,23.857142857142858,5578.0,21.797976919789143
2020-06-14,1282,18,9564.0,234370.0,481.0,6046.0,783.0,31577,833,21180.0,1254.7142857142858,379.2857142857143,24.142857142857142,5778.142857142857,21.204101885544162
2020-06-15,1208,21,9891.0,239941.0,327.0,5571.0,860.0,32785,854,22040.0,1309.142857142857,369.42857142857144,23.0,5917.285714285715,21.683719260455934
2020-06-16,1374,24,10174.0,245059.0,283.0,5118.0,1067.0,34159,878,23107.0,1342.4285714285713,372.2857142857143,23.0,6001.142857142857,26.846424384525204
2020-06-17,1393,35,10512.0,250615.0,338.0,5556.0,1020.0,35552,913,24127.0,1366.2857142857142,360.14285714285717,25.428571428571427,6013.714285714285,25.071994240460764
2020-06-18,1958,35,10721.0,257092.0,209.0,6477.0,1714.0,37510,948,25841.0,1448.0,341.2857142857143,26.142857142857142,6040.714285714285,30.23004477381504
2020-06-19,2060,30,11851.0,264604.0,1130.0,7512.0,900.0,39570,978,26741.0,1543.5714285714287,444.0,27.571428571428573,6185.571428571428,27.422790202342917
2020-06-20,1634,14,12206.0,273229.0,355.0,8625.0,1265.0,41204,992,28006.0,1558.4285714285713,446.14285714285717,25.285714285714285,6415.0,18.944927536231884
2020-06-21,1581,19,12728.0,279672.0,522.0,6443.0,1040.0,42785,1011,29046.0,1601.142857142857,452.0,25.428571428571427,6471.714285714285,24.538258575197887
2020-06-22,2146,32,13153.0,285391.0,425.0,5719.0,1689.0,44931,1043,30735.0,1735.142857142857,466.0,27.0,6492.857142857143,37.52404266480154
2020-06-23,2285,35,13576.0,292511.0,423.0,7120.0,1827.0,47216,1078,32562.0,1865.2857142857142,486.0,28.571428571428573,6778.857142857143,32.092696629213485
2020-06-24,2635,37,13816.0,300345.0,240.0,7834.0,2358.0,49851,1115,34920.0,2042.7142857142858,472.0,28.857142857142858,7104.285714285715,33.63543528210365
2020-06-25,2606,34,14788.0,309601.0,972.0,9256.0,1600.0,52457,1149,36520.0,2135.285714285714,581.0,28.714285714285715,7501.285714285715,28.154710458081244
2020-06-26,2886,34,18416.0,318721.0,3628.0,9120.0,-776.0,55343,1183,35744.0,2253.285714285714,937.8571428571429,29.285714285714285,7731.0,31.644736842105264
2020-06-27,2401,23,19143.0,329036.0,727.0,10315.0,1651.0,57744,1206,37395.0,2362.8571428571427,991.0,30.571428571428573,7972.428571428572,23.276781386330587
2020-06-28,2189,26,20134.0,336951.0,991.0,7915.0,1172.0,59933,1232,38567.0,2449.714285714286,1058.0,31.571428571428573,8182.714285714285,27.656348704990524
2020-06-29,2335,48,21138.0,344409.0,1004.0,7458.0,1283.0,62268,1280,39850.0,2476.714285714286,1140.7142857142858,33.857142857142854,8431.142857142857,31.308661839635292
2020-06-30,2262,27,22028.0,352402.0,890.0,7993.0,1345.0,64530,1307,41195.0,2473.4285714285716,1207.4285714285713,32.714285714285715,8555.857142857143,28.299762292005504
2020-07-01,2667,44,23040.0,362908.0,1012.0,10506.0,1611.0,67197,1351,42806.0,2478.0,1317.7142857142858,33.714285714285715,8937.57142857143,25.38549400342661
2020-07-02,2744,34,24186.0,372108.0,1146.0,9200.0,1564.0,69941,1385,44370.0,2497.714285714286,1342.5714285714287,33.714285714285715,8929.57142857143,29.826086956521742
2020-07-03,2845,52,25224.0,381431.0,1038.0,9323.0,1755.0,72786,1437,46125.0,2491.8571428571427,972.5714285714286,36.285714285714285,8958.57142857143,30.515928349243804
2020-07-04,2590,44,25930.0,390382.0,706.0,8951.0,1840.0,75376,1481,47965.0,2518.8571428571427,969.5714285714286,39.285714285714285,8763.714285714286,28.93531449000112
2020-07-05,2439,26,27597.0,399454.0,1667.0,9072.0,746.0,77815,1507,48711.0,2554.5714285714284,1066.142857142857,39.285714285714285,8929.0,26.884920634920633
2020-07-06,2632,75,28531.0,406210.0,934.0,6756.0,1623.0,80447,1582,50334.0,2597.0,1056.142857142857,43.142857142857146,8828.714285714286,38.95796329188869
2020-07-07,2979,62,30095.0,414697.0,1564.0,8487.0,1353.0,83426,1644,51687.0,2699.4285714285716,1152.4285714285713,48.142857142857146,8899.285714285714,35.100742311770944
2020-07-08,3604,51,36502.0,423782.0,6407.0,9085.0,-2854.0,87030,1695,48833.0,2833.285714285714,1923.142857142857,49.142857142857146,8696.285714285714,39.66978536048432
2020-07-09,3663,26,38313.0,434692.0,1811.0,10910.0,1826.0,90693,1721,50659.0,2964.5714285714284,2018.142857142857,48.0,8940.57142857143,33.57470210815766
2020-07-10,3367,54,38984.0,445733.0,671.0,11041.0,2642.0,94060,1775,53301.0,3039.1428571428573,1965.7142857142858,48.285714285714285,9186.0,30.495426138936693
2020-07-11,3449,36,41408.0,456042.0,2424.0,10309.0,989.0,97509,1811,54290.0,3161.8571428571427,2211.1428571428573,47.142857142857146,9380.0,33.456203317489575
2020-07-12,2657,35,42694.0,466308.0,1286.0,10266.0,1336.0,100166,1846,55626.0,3193.0,2156.714285714286,48.42857142857143,9550.57142857143,25.881550750048703
2020-07-13,3099,58,44173.0,474422.0,1479.0,8114.0,1562.0,103265,1904,57188.0,3259.714285714286,2234.5714285714284,46.0,9744.57142857143,38.19324624106483
2020-07-14,3645,65,45467.0,483799.0,1294.0,9377.0,2286.0,106910,1969,59474.0,3354.8571428571427,2196.0,46.42857142857143,9871.714285714286,38.871707369094594
2020-07-15,4250,82,47298.0,495065.0,1831.0,11266.0,2337.0,111160,2051,61811.0,3447.1428571428573,1542.2857142857142,50.857142857142854,10183.285714285714,37.72412568791053
2020-07-16,3624,62,49120.0,508228.0,1822.0,13163.0,1740.0,114784,2113,63551.0,3441.5714285714284,1543.857142857143,56.0,10505.142857142857,27.531717693534908
2020-07-17,4518,66,49780.0,519281.0,660.0,11053.0,3792.0,119302,2179,67343.0,3606.0,1542.2857142857142,57.714285714285715,10506.857142857143,40.875780331131814
2020-07-18,3223,42,52607.0,531753.0,2827.0,12472.0,354.0,122525,2221,67697.0,3573.714285714286,1599.857142857143,58.57142857142857,10815.857142857143,25.84188582424631
2020-07-19,4313,40,54105.0,541238.0,1498.0,9485.0,2775.0,126838,2261,70472.0,3810.285714285714,1630.142857142857,59.285714285714285,10704.285714285714,45.471797575118615
2020-07-20,3937,113,55913.0,552306.0,1808.0,11068.0,2016.0,130775,2374,72488.0,3930.0,1677.142857142857,67.14285714285714,11126.285714285714,35.57101554029635
2020-07-21,5344,117,58598.0,563513.0,2685.0,11207.0,2542.0,136119,2491,75030.0,4172.714285714285,1875.857142857143,74.57142857142857,11387.714285714286,47.68448291246543
2020-07-22,5782,98,60531.0,578202.0,1933.0,14689.0,3751.0,141901,2589,78781.0,4391.571428571428,1890.4285714285713,76.85714285714286,11876.714285714286,39.362788481176395
2020-07-23,6127,114,62815.0,593044.0,2284.0,14842.0,3729.0,148028,2703,82510.0,4749.142857142857,1956.4285714285713,84.28571428571429,12116.57142857143,41.28149845034362
